bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,species,sex,cluster_kmeans,CP1,CP2,silhouette_individual,cluster_kmeans_0
46.4,18.6,190.0,3450.0,Chinstrap,Female,1,-1.0497580285602375,0.776562122085232,0.2648404777389272,0
49.2,18.2,195.0,4400.0,Chinstrap,Male,1,0.12091819283196527,1.022273173139275,0.45716032739321105,0
42.4,17.3,181.0,3600.0,Chinstrap,Female,3,-1.386357676786626,-0.1730944540617387,0.3113408719340269,2
48.5,17.5,191.0,3400.0,Chinstrap,Male,1,-0.6442857197512561,0.5564151479321007,0.3387727964991404,0
43.2,16.6,187.0,2900.0,Chinstrap,Female,3,-1.4106367312516441,-0.44144948952147506,0.22219303017671718,2
50.6,19.4,193.0,3800.0,Chinstrap,Male,1,-0.498702180495828,1.5975385214405704,0.5047612272387394,0
46.7,17.9,195.0,3300.0,Chinstrap,Female,1,-0.7801912274412602,0.5112300100494093,0.28488428083098055,0
52.0,19.0,197.0,4150.0,Chinstrap,Male,1,0.10317855950602328,1.6265556747648942,0.5273521564272168,0
50.5,18.4,200.0,3400.0,Chinstrap,Female,1,-0.2907784007493037,1.1410178227322962,0.4767758109519907,0
49.5,19.0,200.0,3800.0,Chinstrap,Male,1,-0.22219011985093737,1.316383196314384,0.5314341819875654,0
46.4,17.8,191.0,3700.0,Chinstrap,Female,1,-0.6751270201070131,0.47940902773473454,0.2912421082169834,0
52.8,20.0,205.0,4550.0,Chinstrap,Male,1,0.569059041257343,2.1621748735679165,0.4173424741637179,0
40.9,16.6,187.0,3200.0,Chinstrap,Female,3,-1.3972737652945535,-0.6617285916369187,0.39621365383725465,2
54.2,20.8,201.0,4300.0,Chinstrap,Male,1,0.1882690621416476,2.612161256310933,0.45070031372539127,0
42.5,16.7,187.0,3350.0,Chinstrap,Female,3,-1.1812480015677715,-0.4302454264898453,0.2825067999210027,2
51.0,18.8,203.0,4100.0,Chinstrap,Male,1,0.27217580950393455,1.4318350980739145,0.5305369774850103,0
49.7,18.6,195.0,3600.0,Chinstrap,Male,1,-0.46635092536178613,1.1545766821857328,0.49699461339233475,0
47.5,16.8,199.0,3900.0,Chinstrap,Female,1,0.0848906979601087,0.2176792412481982,0.34142511984562574,0
47.6,18.3,195.0,3850.0,Chinstrap,Female,1,-0.40961905882888294,0.8295630306304511,0.45133994359083757,0
52.0,20.7,210.0,4800.0,Chinstrap,Male,1,0.736447860052874,2.3849099661204405,0.3262710082628907,0
46.9,16.6,192.0,2700.0,Chinstrap,Female,1,-1.033495705049479,-0.056501728169096065,0.062061221823684454,0
53.5,19.9,205.0,4500.0,Chinstrap,Male,1,0.6135779265858039,2.193111118838098,0.4125065685053836,0
49.0,19.5,210.0,3950.0,Chinstrap,Male,1,0.14749426963577644,1.4813370427189696,0.4653198870265739,0
46.2,17.5,187.0,3650.0,Chinstrap,Female,1,-0.8292542352050287,0.33021836039444874,0.1752091561365888,0
50.9,19.1,196.0,3550.0,Chinstrap,Male,1,-0.46086654374056474,1.48317292076718,0.5069812450285549,0
45.5,17.0,196.0,3500.0,Chinstrap,Female,1,-0.5197059928222287,0.036934798643257265,0.1747729161185687,0
50.9,17.9,196.0,3675.0,Chinstrap,Female,1,-0.1316471765188069,1.0108617814711194,0.4921105115751438,0
50.8,18.5,201.0,4450.0,Chinstrap,Male,1,0.4740027241854124,1.325109812477682,0.4404581622332814,0
50.1,17.9,190.0,3400.0,Chinstrap,Female,1,-0.632904378420281,0.8933031571549679,0.3976574706470566,0
49.0,19.6,212.0,4300.0,Chinstrap,Male,1,0.44890801107786166,1.558991551395329,0.4030338569795966,0
51.5,18.7,187.0,3250.0,Chinstrap,Male,1,-0.9041941963993129,1.3539871536945574,0.37794148631776514,0
49.8,17.3,198.0,3675.0,Chinstrap,Female,1,-0.019647529870085653,0.6479804417992671,0.4418606561220128,0
48.1,16.4,199.0,3325.0,Chinstrap,Female,1,-0.17753912356739251,0.06098484270816456,0.2647258616749477,0
51.4,19.0,201.0,3950.0,Chinstrap,Male,1,0.08021315232492052,1.5404267109745213,0.5435845374819651,0
45.7,17.3,193.0,3600.0,Chinstrap,Female,1,-0.6185031275327352,0.1902552474734262,0.20417714836552295,0
50.7,19.7,203.0,4050.0,Chinstrap,Male,1,0.03016761487496153,1.7578230705044957,0.5239495362583684,0
42.5,17.3,187.0,3350.0,Chinstrap,Female,3,-1.3030596203329736,-0.18750543366965655,0.29342536662181096,2
52.2,18.8,197.0,3450.0,Chinstrap,Male,1,-0.3188543507740721,1.4937997898046422,0.49205915824369745,0
45.2,16.6,191.0,3250.0,Chinstrap,Female,1,-0.8398591078840013,-0.18489671779307768,0.006461991300200169,0
49.3,19.9,203.0,4050.0,Chinstrap,Male,1,-0.12734705953504297,1.6854155028886775,0.5009196699256073,0
50.2,18.8,202.0,3800.0,Chinstrap,Male,1,-0.04108433141790706,1.3124553880945031,0.5336549257867168,0
45.6,19.4,194.0,3525.0,Chinstrap,Female,1,-1.063528985177049,1.0211549585046231,0.2756534620400264,0
51.9,19.5,206.0,3950.0,Chinstrap,Male,1,0.22557361461287118,1.7982801857002384,0.5146952466755711,0
46.8,16.5,189.0,3650.0,Chinstrap,Female,1,-0.49408372661993977,-0.00831426433967566,0.16968687756946035,0
45.7,17.0,195.0,3650.0,Chinstrap,Female,1,-0.44131235150643133,0.0744778630432997,0.20708513599237172,0
55.8,19.8,207.0,4000.0,Chinstrap,Male,1,0.5656096043505738,2.352188474774845,0.41370821620436676,0
43.5,18.1,202.0,3400.0,Chinstrap,Female,1,-0.7323800840408942,0.2533684069850446,0.08367115403022782,0
49.6,18.2,193.0,3775.0,Chinstrap,Male,1,-0.35570588425246014,0.9999098389914167,0.48421220815680915,0
50.8,19.0,210.0,4100.0,Chinstrap,Male,1,0.502033195197512,1.4919832005538378,0.4329551200400231,0
50.2,18.7,198.0,3775.0,Chinstrap,Female,1,-0.20199465042963302,1.2687148064711253,0.535458393090331,0
46.1,13.2,211.0,4500.0,Gentoo,Female,2,1.6019901201845153,-1.3269207111226444,0.5472411119934474,1
50.0,16.3,230.0,5700.0,Gentoo,Male,2,2.8994749150828514,0.48385325846072424,0.5491263927472372,1
48.7,14.1,210.0,4450.0,Gentoo,Female,2,1.5611310426833782,-0.683501985547432,0.5151140144151326,1
50.0,15.2,218.0,5700.0,Gentoo,Male,2,2.6305171275494206,0.036879497636931456,0.6215920956569322,1
47.6,14.5,215.0,5400.0,Gentoo,Male,2,2.243711682528463,-0.5412458281388034,0.6626450706945002,1
46.5,13.5,210.0,4550.0,Gentoo,Female,2,1.567702591434381,-1.1566397418799785,0.557294397502034,1
45.4,14.6,211.0,4800.0,Gentoo,Female,2,1.464738320247492,-0.8055826125937858,0.6010669843739328,1
46.7,15.3,219.0,5200.0,Gentoo,Male,2,2.0332784690557952,-0.33657594643089905,0.660752440604583,1
43.3,13.4,209.0,4400.0,Gentoo,Female,2,1.1770412257659957,-1.5635093278120362,0.482055631813039,1
46.8,15.4,215.0,5150.0,Gentoo,Male,2,1.8229958227189402,-0.291085473629086,0.6363882650930889,1
40.9,13.7,214.0,4650.0,Gentoo,Female,2,1.2920254458469713,-1.6778247812035005,0.4956036634088443,1
49.0,16.1,216.0,5550.0,Gentoo,Male,2,2.1795301136560674,0.2753468702718792,0.573997250250981,1
45.5,13.7,214.0,4650.0,Gentoo,Female,2,1.6761609364512882,-1.1740561145198947,0.6085848095423885,1
48.4,14.6,213.0,5850.0,Gentoo,Male,2,2.516315470468321,-0.3660944472395428,0.5985985716515455,1
45.8,14.6,210.0,4200.0,Gentoo,Female,2,1.046256726484918,-0.8251496407516604,0.4217334498649562,1
49.3,15.7,217.0,5850.0,Gentoo,Male,2,2.5322441427469946,0.17814245460120723,0.5839585332294276,1
42.0,13.5,210.0,4150.0,Gentoo,Female,2,0.9180102573526077,-1.6915972241114057,0.3875953275869479,1
49.2,15.2,221.0,6300.0,Gentoo,Male,2,3.09764214993965,0.012965628221081578,0.5502978050333909,1
46.2,14.5,209.0,4800.0,Gentoo,Female,2,1.4697999142202096,-0.7587524094741264,0.5845765252084814,1
48.7,15.1,222.0,5350.0,Gentoo,Male,2,2.4666829004554254,-0.1821691965145918,0.6655702689573051,1
50.2,14.3,218.0,5700.0,Gentoo,Male,2,2.8299360987669764,-0.305327506085367,0.6253612572133783,1
45.1,14.5,215.0,5000.0,Gentoo,Female,2,1.7610347791442187,-0.8571734552904021,0.6515517391512367,1
46.5,14.5,213.0,4400.0,Gentoo,Female,2,1.3850376433468283,-0.7673880926294829,0.5373656345059084,1
46.3,15.8,215.0,5050.0,Gentoo,Male,2,1.6315573154480068,-0.19455135259437079,0.5841392767369339,1
42.9,13.1,215.0,5000.0,Gentoo,Female,2,1.8615449158290738,-1.664499612458653,0.5790646125478117,1
46.1,15.1,215.0,5100.0,Gentoo,Male,2,1.7912077794808647,-0.49438345785484655,0.6492468740954142,1
44.5,14.3,216.0,4100.0,Gentoo,,2,1.1762651464625256,-1.0984488997123718,0.4504470283705588,1
47.8,15.0,215.0,5650.0,Gentoo,Male,2,2.330095802676589,-0.2907218225920312,0.6324211282857831,1
48.2,14.3,210.0,4600.0,Gentoo,Female,2,1.581488667716887,-0.6415435027641462,0.5566930632025112,1
50.0,15.3,220.0,5550.0,Gentoo,Male,2,2.58954635022609,0.06185862093602474,0.6370139621691683,1
47.3,15.3,222.0,5250.0,Gentoo,Male,2,2.240691322292337,-0.26511184120586256,0.6612571984485345,1
42.8,14.2,209.0,4700.0,Gentoo,Female,2,1.1783025876639277,-1.2630082365953832,0.5185843973720674,1
45.1,14.5,207.0,5050.0,Gentoo,Female,2,1.4670871719521152,-0.8532062105216403,0.5647510680005053,1
59.6,17.0,230.0,6050.0,Gentoo,Male,2,3.798704590340714,1.8552659908982072,0.3264612688175606,1
49.1,14.8,220.0,5150.0,Gentoo,Female,2,2.341991473704204,-0.28112844950186777,0.6682195670302533,1
48.4,16.3,220.0,5400.0,Gentoo,Male,2,2.1501992854297725,0.27539877595929546,0.5791637019691107,1
42.6,13.7,213.0,4950.0,Gentoo,Female,2,1.5983960158155404,-1.4602067098804066,0.5771825615215764,1
44.4,17.3,219.0,5250.0,Gentoo,Male,2,1.469410446412839,0.2259405681656515,0.3794823044394156,1
44.0,13.6,208.0,4350.0,Gentoo,Female,2,1.119631044328275,-1.4113656228528804,0.4710425861742534,1
48.7,15.7,208.0,5350.0,Gentoo,Male,2,1.7705456783200948,0.05829528220990761,0.51755230397459,1
42.7,13.7,208.0,3950.0,Gentoo,Female,2,0.7168614629016817,-1.5554186714865506,0.3168626600387422,1
49.6,16.0,225.0,5700.0,Gentoo,Male,2,2.7218613514080436,0.3178646074290613,0.5919723186997039,1
45.3,13.7,210.0,4300.0,Gentoo,Female,2,1.2556972007114215,-1.2334820166764466,0.49485886254871675,1
49.6,15.0,216.0,4750.0,Gentoo,Male,2,1.905140813910197,-0.18824810997814354,0.591157185581057,1
50.5,15.9,222.0,5550.0,Gentoo,Male,2,2.591535103902432,0.3596811509684111,0.5992752758108193,1
43.6,13.9,217.0,4900.0,Gentoo,Female,2,1.7711544359003515,-1.2743958430536735,0.6183932000586896,1
45.5,13.9,210.0,4200.0,Gentoo,Female,2,1.1633179671063576,-1.1412007773038535,0.46167107238132526,1
50.5,15.9,225.0,5400.0,Gentoo,Male,2,2.611889520423549,0.344366145518593,0.5976474599008098,1
44.9,13.3,213.0,5100.0,Gentoo,Female,2,1.9743868625907908,-1.354346422805549,0.6145283667745423,1
45.2,15.8,215.0,5300.0,Gentoo,Male,2,1.7108910879470742,-0.2886800801996428,0.5809758796756475,1
46.6,14.2,210.0,4850.0,Gentoo,Female,2,1.6393705190024388,-0.8308863596094079,0.6127424292057311,1
48.5,14.1,220.0,5300.0,Gentoo,Male,2,2.5367157553506385,-0.6142314487028566,0.6691739934746581,1
45.1,14.4,210.0,4400.0,Gentoo,Female,2,1.1653590061686834,-0.9616532668187558,0.501465919593753,1
50.1,15.0,225.0,5000.0,Gentoo,Male,2,2.487296247419513,-0.10569012302946781,0.6220365273414393,1
46.5,14.4,217.0,4900.0,Gentoo,Female,2,1.9118171281074339,-0.7545192258377655,0.6677161074129065,1
45.0,15.4,220.0,5050.0,Gentoo,Male,2,1.8093213182559842,-0.49793473667078164,0.6226306538857054,1
43.8,13.9,208.0,4300.0,Gentoo,Female,2,1.0077852399993794,-1.317166150488496,0.4487144950084228,1
45.5,15.0,220.0,5000.0,Gentoo,Male,2,1.8980444698972927,-0.6102714733186768,0.6518028489589573,1
43.2,14.5,208.0,4450.0,Gentoo,Female,2,0.9385843476545442,-1.124332498579076,0.4469027302770476,1
50.4,15.3,224.0,5550.0,Gentoo,Male,2,2.787042465899918,0.10631473883647279,0.6291928948104015,1
45.3,13.8,208.0,4200.0,Gentoo,Female,2,1.08487184573031,-1.2038855017241088,0.4383942977607415,1
46.2,14.9,221.0,5300.0,Gentoo,Male,2,2.2232557757451255,-0.5422999215632872,0.6685221888375376,1
45.7,13.9,214.0,4400.0,Gentoo,Female,2,1.4810663472165992,-1.0975774907604814,0.5576593827287564,1
54.3,15.7,231.0,5650.0,Gentoo,Male,2,3.3871545153547795,0.7069224522455609,0.5071057426430814,1
45.8,14.2,219.0,4700.0,Gentoo,Female,2,1.8390583075460274,-0.9328380867644342,0.635835398804542,1
49.8,16.8,230.0,5700.0,Gentoo,Male,2,2.7812636897087635,0.6642336003028979,0.5089858607440763,1
46.2,14.4,214.0,4650.0,Gentoo,,2,1.592502781969355,-0.8141990069517344,0.6163362155647073,1
49.5,16.2,229.0,5800.0,Gentoo,Male,2,2.905476640238839,0.3990116695750679,0.5581449244169481,1
43.5,14.2,220.0,4700.0,Gentoo,Female,2,1.68801381962745,-1.184559883385116,0.5947312492048925,1
50.7,15.0,223.0,5550.0,Gentoo,Male,2,2.8319773325035684,0.017636683967232492,0.632874626128625,1
47.7,15.0,216.0,4750.0,Gentoo,Female,2,1.7464761547475447,-0.3963264723039806,0.620660375538273,1
46.4,15.6,221.0,5000.0,Gentoo,Male,2,1.8924130523295597,-0.26880550899144534,0.6220804989378755,1
48.2,15.6,221.0,5100.0,Gentoo,Male,2,2.1112038437104195,-0.06114356234414593,0.6363184192414316,1
46.5,14.8,217.0,5200.0,Gentoo,Female,2,2.0360400935232157,-0.5610873327312803,0.6750412692793969,1
46.4,15.0,216.0,4700.0,Gentoo,Female,2,1.6036776729176088,-0.5439634166435962,0.6110251819199543,1
48.6,16.0,230.0,5800.0,Gentoo,Male,2,2.9119468267302655,0.2196974405702034,0.5675162514816524,1
47.5,14.2,209.0,4600.0,Gentoo,Female,2,1.502311946050038,-0.7588231542332389,0.5532414583811227,1
51.1,16.3,220.0,6000.0,Gentoo,Male,2,2.786531539389936,0.6342995427697838,0.5193958257163983,1
45.2,13.8,215.0,4750.0,Gentoo,Female,2,1.7403068465224556,-1.1557563135152629,0.6270332601582512,1
45.2,16.4,223.0,5950.0,Gentoo,Male,2,2.362365402645559,0.023838207379955432,0.5180783464248921,1
49.1,14.5,212.0,4625.0,Gentoo,Female,2,1.715207479314473,-0.45910789432705645,0.5639690169090987,1
52.5,15.6,221.0,5450.0,Gentoo,Male,2,2.709956182845898,0.44664339584157153,0.5722555519769149,1
47.4,14.6,212.0,4725.0,Gentoo,Female,2,1.6214193305137894,-0.5942915285994267,0.6064374909565662,1
50.0,15.9,224.0,5350.0,Gentoo,Male,2,2.4948739534890443,0.28417860648978865,0.6061694443288759,1
44.9,13.8,212.0,4750.0,Gentoo,Female,2,1.5921847597670842,-1.1890984019405992,0.6050419770616241,1
50.8,17.3,228.0,5600.0,Gentoo,Male,2,2.612738304232949,0.9651717046752745,0.4531116258442594,1
43.4,14.4,218.0,4600.0,Gentoo,Female,2,1.4885357566505948,-1.1254581957167389,0.5720116009222727,1
51.3,14.2,218.0,5300.0,Gentoo,Male,2,2.668188907099151,-0.26745805956330687,0.6234075040564255,1
47.5,14.0,212.0,4875.0,Gentoo,Female,2,1.8542970764434923,-0.8102774130524433,0.6329753014937478,1
52.1,17.0,230.0,5550.0,Gentoo,Male,2,2.8300122064595636,0.9812286489715838,0.4648339009735937,1
47.5,15.0,218.0,4950.0,Gentoo,Female,2,1.9487749339511191,-0.39683423021881603,0.6612235173975165,1
52.2,17.1,228.0,5400.0,Gentoo,Male,2,2.633299171136787,1.0165091181401864,0.44828612070551715,1
45.5,14.5,212.0,4750.0,Gentoo,Female,2,1.5001758337502744,-0.8401927871264314,0.6097900835452206,1
49.5,16.1,224.0,5650.0,Gentoo,Male,2,2.6179469341521777,0.34193970488625447,0.5904731534774526,1
44.5,14.7,214.0,4850.0,Gentoo,Female,2,1.5265876640000207,-0.8579342332085887,0.6151732247798901,1
50.8,15.7,226.0,5200.0,Gentoo,Male,2,2.5816151578273265,0.27539967541071797,0.592308369274405,1
49.4,15.8,216.0,4925.0,Gentoo,Male,2,1.8458583607214039,0.13193861315616762,0.5597066950530365,1
46.9,14.6,222.0,4875.0,Gentoo,Female,2,2.0926134023048384,-0.6316210095449979,0.656355053638271,1
48.4,14.4,203.0,4625.0,Gentoo,Female,2,1.307844698578979,-0.5776878395651135,0.43146399817768494,1
51.1,16.5,225.0,5250.0,Gentoo,Male,2,2.4374671752379813,0.63701247924955,0.524072043153841,1
48.5,15.0,219.0,4850.0,Gentoo,Female,2,2.0048290029303812,-0.2976918430332344,0.6400711083312276,1
55.9,17.0,228.0,5600.0,Gentoo,Male,2,3.099533461894249,1.4023278387187434,0.39160985461950787,1
47.2,15.5,215.0,4975.0,Gentoo,Female,2,1.716262390829684,-0.22525922202513166,0.6135480199540683,1
49.1,15.0,228.0,5500.0,Gentoo,Male,2,2.869242822986906,-0.16204205502875413,0.6322995380738146,1
47.3,13.8,216.0,4725.0,Gentoo,,2,1.9395770802001706,-0.9282461982291862,0.6340669175401541,1
46.8,16.1,215.0,5500.0,Gentoo,Male,2,1.9205514306286626,0.028983954425220237,0.5670020633187898,1
41.7,14.7,210.0,4700.0,Gentoo,Female,2,1.025957675859533,-1.1810287928180108,0.47224875972420277,1
53.4,15.8,219.0,5500.0,Gentoo,Male,2,2.696701190847432,0.6310626266630426,0.5275003841951726,1
43.3,14.0,208.0,4575.0,Gentoo,Female,2,1.134040931185109,-1.3024954868309253,0.5018308244255673,1
48.1,15.1,209.0,5500.0,Gentoo,Male,2,1.985991280889243,-0.23418851479992858,0.5799816268821609,1
50.5,15.2,216.0,5000.0,Gentoo,Female,2,2.1108861441850593,0.01756634843647471,0.6000310388768526,1
49.8,15.9,229.0,5950.0,Gentoo,Male,2,3.0941501198556933,0.32629876704012806,0.5598529326969433,1
43.5,15.2,213.0,4650.0,Gentoo,Female,2,1.1635932014571744,-0.7863985242703735,0.5078114830272875,1
51.5,16.3,230.0,5500.0,Gentoo,Male,2,2.8877826805998317,0.6270554956196892,0.5341904077315386,1
46.2,14.1,217.0,4375.0,Gentoo,Female,2,1.5881668781817189,-0.9640528551559635,0.5627553601932079,1
55.1,16.0,230.0,5850.0,Gentoo,Male,2,3.4889854283737765,0.9368120081173729,0.474275901283352,1
44.5,15.7,217.0,4875.0,Gentoo,,2,1.4637572974803639,-0.4502461990760502,0.5544180248023672,1
48.8,16.2,222.0,6000.0,Gentoo,Male,2,2.6968122453158054,0.34228361740018975,0.5505349366074305,1
47.2,13.7,214.0,4925.0,Gentoo,Female,2,2.0064355378651673,-0.9589092757445438,0.6443157928846456,1
46.8,14.3,215.0,4850.0,Gentoo,Female,2,1.840886412529227,-0.7677140250257907,0.6569901866717166,1
50.4,15.7,222.0,5750.0,Gentoo,Male,2,2.760742012795456,0.28888648142526285,0.5994255552550493,1
45.2,14.8,212.0,5200.0,Gentoo,Female,2,1.7223637766519189,-0.7042694221387715,0.6251615222473308,1
49.9,16.1,213.0,5400.0,Gentoo,Male,2,2.0289019296895887,0.35762007928126016,0.5344869949627867,1
